N,T,horizon,tag,omega,replicate,q,deletion_fraction,horizon_degrees,addition_cosine,addition_speed,full_cosine,deletion_attributed_fraction,n_origins
131,250,42,nikkei published,0.0002,0,0.524,0.168,0.48128454790989156,0.006232668751534909,0.3488586802161196,0.025856382840226674,0.3753262864844917,454
131,250,42,nikkei published,0.0002,1,0.524,0.168,0.48128454790989156,-0.0055016103941307294,0.3640357997994653,0.017515086528748093,0.35872697607330917,454
131,250,42,nikkei published,0.0002,2,0.524,0.168,0.48128454790989156,0.0060885957260472835,0.368230393589915,0.01938551403413446,0.3758348014853026,454
131,250,42,nikkei published,0.0005,0,0.524,0.168,1.2032113697747289,-0.03492700213435748,0.3590153004938231,0.013200533597376028,0.38771630416810293,454
131,250,42,nikkei published,0.0005,1,0.524,0.168,1.2032113697747289,0.005121644846974199,0.3620211943409118,0.018885278143401737,0.3740033222097232,454
131,250,42,nikkei published,0.0005,2,0.524,0.168,1.2032113697747289,-0.025940914571307084,0.3623974436581562,0.030670372412134172,0.38177856626302903,454
131,250,42,nikkei published,0.001,0,0.524,0.168,2.4064227395494577,-0.006956586563529343,0.367580139977594,0.0484635103483655,0.38077064595827953,454
131,250,42,nikkei published,0.001,1,0.524,0.168,2.4064227395494577,0.005051691072259304,0.3545150925744554,0.029530423114333404,0.38608581980045104,454
131,250,42,nikkei published,0.001,2,0.524,0.168,2.4064227395494577,-0.0027213222945284203,0.3684026601531665,0.02670618148744857,0.36467622293978397,454
131,250,42,nikkei published,0.002,0,0.524,0.168,4.8128454790989155,0.022205673340417682,0.37462588756479226,0.1055602946808357,0.41184045740810443,454
131,250,42,nikkei published,0.002,1,0.524,0.168,4.8128454790989155,0.023477546396697444,0.36741460751983757,0.10252504121112549,0.4075775636891,454
131,250,42,nikkei published,0.002,2,0.524,0.168,4.8128454790989155,0.02361497698924381,0.3789476411984861,0.08909003827122494,0.37715887330401154,454
131,250,42,nikkei published,0.005,0,0.524,0.168,12.032113697747288,0.19958853239273822,0.37124978478695364,0.41039874641928653,0.48607103198740864,454
131,250,42,nikkei published,0.005,1,0.524,0.168,12.032113697747288,0.16571360043612254,0.3854773319552962,0.39466601656539274,0.46161075884223207,454
131,250,42,nikkei published,0.005,2,0.524,0.168,12.032113697747288,0.18152628851383687,0.3872406766310317,0.4039565682713886,0.46216058317127345,454
131,250,42,nikkei published,0.01,0,0.524,0.168,24.064227395494576,0.3453484909612843,0.45310481461885976,0.5810384209629774,0.4876939420727686,454
131,250,42,nikkei published,0.01,1,0.524,0.168,24.064227395494576,0.3443628746130879,0.4514794119675214,0.5812393992582306,0.49815592456615304,454
131,250,42,nikkei published,0.01,2,0.524,0.168,24.064227395494576,0.3719083428552012,0.4458450305960332,0.5918679574638673,0.5175558523064969,454
131,750,42,nikkei corrected,0.0,0,0.17466666666666666,0.056,0.0,0.0029004854281137753,0.16238902480039222,0.018924399839092037,0.455670160395491,418
131,750,42,nikkei corrected,0.0,1,0.17466666666666666,0.056,0.0,0.020425097509993714,0.16909248990809977,-0.0014536039602738385,0.47459129316514154,418
131,750,42,nikkei corrected,0.0,2,0.17466666666666666,0.056,0.0,0.0034943762672256713,0.17874165187869753,0.00014344825425385138,0.4837176898661171,418
131,750,42,nikkei corrected,0.0,3,0.17466666666666666,0.056,0.0,0.016373498497280165,0.18049264131829482,0.016836481582839704,0.48023626820005766,418
131,750,42,nikkei corrected,0.0,4,0.17466666666666666,0.056,0.0,-0.032501267436106776,0.18676850304239256,-0.009037061547023153,0.4604293331517064,418
131,750,42,nikkei corrected,0.0,5,0.17466666666666666,0.056,0.0,-0.043069757369997394,0.1626439501311374,0.02505958422627331,0.4891977544948103,418
131,750,42,nikkei corrected,0.0,6,0.17466666666666666,0.056,0.0,0.01756879338586672,0.16506733766608986,0.03497641529254281,0.48345833634933816,418
131,750,42,nikkei corrected,0.0,7,0.17466666666666666,0.056,0.0,-0.0024232161086641456,0.16050390898064562,-0.0016303235585356124,0.4656114789377473,418
131,750,42,nikkei corrected,0.0,8,0.17466666666666666,0.056,0.0,0.01451953138596489,0.16474936096579498,-0.0011098546282532471,0.4631969420888866,418
131,750,42,nikkei corrected,0.0,9,0.17466666666666666,0.056,0.0,0.0017589300741013435,0.179482297076208,-0.015923553921104262,0.4799833020727708,418
131,750,42,nikkei corrected,0.0,10,0.17466666666666666,0.056,0.0,0.02185004924518543,0.16033622012866647,0.04095168982516448,0.4758157355339527,418
131,750,42,nikkei corrected,0.0,11,0.17466666666666666,0.056,0.0,0.006813438958230165,0.18747952949320693,0.04177521283331893,0.47050693085301043,418
131,750,42,nikkei corrected,0.0,12,0.17466666666666666,0.056,0.0,-0.010411084829202543,0.19498314634857214,-0.009824247046341744,0.4558899822249453,418
131,750,42,nikkei corrected,0.0,13,0.17466666666666666,0.056,0.0,-0.0006835291333606889,0.16368719302401122,0.03435666210362122,0.48354126055281077,418
131,750,42,nikkei corrected,0.0,14,0.17466666666666666,0.056,0.0,0.029914059281461666,0.16115504815293946,0.040944629887908215,0.48290487776698077,418
131,750,42,nikkei corrected,0.0,15,0.17466666666666666,0.056,0.0,0.016658129136441314,0.17459476915740219,0.03659934921592617,0.47950647731077006,418
131,750,42,nikkei corrected,0.0,16,0.17466666666666666,0.056,0.0,-0.002815134020226668,0.17503613633400636,0.05272867033728964,0.4856644895823974,418
131,750,42,nikkei corrected,0.0,17,0.17466666666666666,0.056,0.0,0.03947705812058287,0.1708391035231884,0.03396239978336103,0.4825784198953417,418
131,750,42,nikkei corrected,0.0,18,0.17466666666666666,0.056,0.0,0.0008579252714133446,0.17646879961406264,0.018745649230337603,0.4765884760620442,418
131,750,42,nikkei corrected,0.0,19,0.17466666666666666,0.056,0.0,0.003547790854656954,0.1685334787076727,0.0011552455995439206,0.49754296260637854,418
131,750,42,nikkei corrected,0.0,20,0.17466666666666666,0.056,0.0,0.01967118729074202,0.1704296422612442,0.04207164679011316,0.49120851222068257,418
131,750,42,nikkei corrected,0.0,21,0.17466666666666666,0.056,0.0,-0.009220918923169953,0.16252900699571368,0.015129193065637184,0.46990130434244237,418
131,750,42,nikkei corrected,0.0,22,0.17466666666666666,0.056,0.0,0.018336582008367314,0.1583180480511588,0.0009886004267741421,0.4696703669068737,418
131,750,42,nikkei corrected,0.0,23,0.17466666666666666,0.056,0.0,-0.025175400715994223,0.18273124150171627,0.014186421979025888,0.5026166531419942,418
131,750,42,nikkei corrected,0.0002,0,0.17466666666666666,0.056,0.48128454790989156,0.0053349308535903224,0.17798202651121797,0.022517780578376036,0.46005780492845233,418
131,750,42,nikkei corrected,0.0002,1,0.17466666666666666,0.056,0.48128454790989156,-0.028060298594031027,0.1591198869791419,0.004462123503576791,0.4908019388996159,418
131,750,42,nikkei corrected,0.0002,2,0.17466666666666666,0.056,0.48128454790989156,0.020218251436828462,0.16862823353582707,0.019455459831922685,0.49755155561378483,418
131,750,42,nikkei corrected,0.0005,0,0.17466666666666666,0.056,1.2032113697747289,0.0360116001815705,0.16771269378085213,0.06625787183111548,0.472766426009169,418
131,750,42,nikkei corrected,0.0005,1,0.17466666666666666,0.056,1.2032113697747289,0.014273271356825306,0.160334098740335,0.010261863309189313,0.49452774264368227,418
131,750,42,nikkei corrected,0.0005,2,0.17466666666666666,0.056,1.2032113697747289,0.048756557710084567,0.1654632087082088,0.018961116179677426,0.48304866237368393,418
131,750,42,nikkei corrected,0.001,0,0.17466666666666666,0.056,2.4064227395494577,0.1657906846053253,0.11512115647414012,0.20738257979103458,0.46997150953853345,418
131,750,42,nikkei corrected,0.001,1,0.17466666666666666,0.056,2.4064227395494577,0.15515733928777065,0.11297268282181248,0.2097406014055332,0.49088825690917454,418
131,750,42,nikkei corrected,0.001,2,0.17466666666666666,0.056,2.4064227395494577,0.14400694435066788,0.11977876636898466,0.19810309849509064,0.46453487444912406,418
131,750,42,nikkei corrected,0.002,0,0.17466666666666666,0.056,4.8128454790989155,0.43286720568166603,0.18296648644709737,0.4239210325092342,0.4616621663736775,418
131,750,42,nikkei corrected,0.002,1,0.17466666666666666,0.056,4.8128454790989155,0.4752192509283438,0.21806455355603277,0.4067574962785125,0.4074740802090751,418
131,750,42,nikkei corrected,0.002,2,0.17466666666666666,0.056,4.8128454790989155,0.4592508417924381,0.17894408206854084,0.37996812787697826,0.4813631506236511,418
131,750,42,nikkei corrected,0.005,0,0.17466666666666666,0.056,12.032113697747288,0.5674980545318012,0.20773673448624902,0.712582190921591,0.5851580412564426,418
131,750,42,nikkei corrected,0.005,1,0.17466666666666666,0.056,12.032113697747288,0.5283680021813815,0.2201489941102538,0.7091284926797016,0.559108567969674,418
131,750,42,nikkei corrected,0.005,2,0.17466666666666666,0.056,12.032113697747288,0.5921836790634118,0.18750468136071693,0.7408707815090914,0.6352035568521673,418
131,750,42,nikkei corrected,0.01,0,0.17466666666666666,0.056,24.064227395494576,0.7193399462619768,0.290792035834698,0.8508904701282939,0.8361085561090148,418
131,750,42,nikkei corrected,0.01,1,0.17466666666666666,0.056,24.064227395494576,0.7388047435443567,0.280795295973014,0.8725267360249552,0.847750270195527,418
131,750,42,nikkei corrected,0.01,2,0.17466666666666666,0.056,24.064227395494576,0.6692842851387111,0.29940222346358747,0.8277093334750762,0.8082079731541969,418
357,357,42,sp500 published,0.0,0,1.0,0.11764705882352941,0.0,-0.01563241565894787,0.35693181990606837,0.029758075902429543,0.4008216800803666,446
357,357,42,sp500 published,0.0,1,1.0,0.11764705882352941,0.0,-0.002288405178083573,0.3644072637742402,0.008209750660512416,0.39128610065095876,446
357,357,42,sp500 published,0.0,2,1.0,0.11764705882352941,0.0,-0.013567770977084885,0.3385061046778598,0.015922886820868308,0.40449531970109603,446
357,357,42,sp500 published,0.0,3,1.0,0.11764705882352941,0.0,-0.0017172315265240737,0.3639497822196533,0.016459020956561595,0.3736783002672584,446
357,357,42,sp500 published,0.0,4,1.0,0.11764705882352941,0.0,-0.00627970096750202,0.3615883520273157,0.005325598149107046,0.38327626756529,446
357,357,42,sp500 published,0.0,5,1.0,0.11764705882352941,0.0,0.01167884567417246,0.35418459147372,0.02404197698235018,0.3975025728804947,446
357,357,42,sp500 published,0.0,6,1.0,0.11764705882352941,0.0,0.010193729490505557,0.3516260924858129,0.016902928754725714,0.4026255357202825,446
357,357,42,sp500 published,0.0,7,1.0,0.11764705882352941,0.0,-0.01994897725604842,0.35433786373214365,0.018762772406565726,0.4008526223397381,446
357,357,42,sp500 published,0.0,8,1.0,0.11764705882352941,0.0,0.0016007471679445353,0.3462584120208141,0.04723886856364718,0.40569836180158086,446
357,357,42,sp500 published,0.0,9,1.0,0.11764705882352941,0.0,-0.015382629513467763,0.36844416421724513,0.007082189375912276,0.383702436451611,446
357,357,42,sp500 published,0.0,10,1.0,0.11764705882352941,0.0,-0.003845509412676676,0.3568674990087152,0.0037391299916468713,0.3837603525286011,446
357,357,42,sp500 published,0.0,11,1.0,0.11764705882352941,0.0,-0.00116536595040511,0.3554057559801655,0.00037809122147587567,0.3982442754316157,446
357,357,42,sp500 published,0.0,12,1.0,0.11764705882352941,0.0,0.0047709231279084415,0.35919965183881064,0.010645834245797922,0.3886543422579052,446
357,357,42,sp500 published,0.0,13,1.0,0.11764705882352941,0.0,-0.0057939076724966695,0.36839746879813456,-0.0024875329405667154,0.3770722562269648,446
357,357,42,sp500 published,0.0,14,1.0,0.11764705882352941,0.0,0.007361681152508781,0.36503581506467314,0.013434293990587824,0.38293135310565446,446
357,357,42,sp500 published,0.0,15,1.0,0.11764705882352941,0.0,0.012777356340828827,0.3606544997509794,-0.006737383540118455,0.3862104299438468,446
357,357,42,sp500 published,0.0,16,1.0,0.11764705882352941,0.0,0.00010752282136301836,0.36912847855828484,0.0011091728305927817,0.3842888921001648,446
357,357,42,sp500 published,0.0,17,1.0,0.11764705882352941,0.0,-0.001606029485862749,0.3596164095785045,0.03488619398351664,0.4047469294355717,446
357,357,42,sp500 published,0.0,18,1.0,0.11764705882352941,0.0,0.0009422311505529104,0.36713653706667354,0.018117829865243677,0.3710196092518838,446
357,357,42,sp500 published,0.0,19,1.0,0.11764705882352941,0.0,-0.031627882961982226,0.3543742767780759,-0.017616656128641463,0.39415702975574224,446
357,357,42,sp500 published,0.0,20,1.0,0.11764705882352941,0.0,-0.008454411601543045,0.34726427307267554,0.02922649877040079,0.40168137121312775,446
357,357,42,sp500 published,0.0,21,1.0,0.11764705882352941,0.0,-0.020244057583092487,0.34865556389098323,-0.0015174398578349433,0.3842356878231311,446
357,357,42,sp500 published,0.0,22,1.0,0.11764705882352941,0.0,-0.012378706086535646,0.3513178046590242,0.006764598269627011,0.41121179354824955,446
357,357,42,sp500 published,0.0,23,1.0,0.11764705882352941,0.0,0.016881354415129793,0.35964319883326257,0.006661930774203808,0.3814564276219403,446
357,357,42,sp500 published,0.0002,0,1.0,0.11764705882352941,0.48128454790989156,-0.017072130987461825,0.35464900088793805,0.025371903320254106,0.39350796786236286,446
357,357,42,sp500 published,0.0002,1,1.0,0.11764705882352941,0.48128454790989156,0.011550869722872446,0.3553001951203383,0.031043016814614004,0.3996535609998411,446
357,357,42,sp500 published,0.0002,2,1.0,0.11764705882352941,0.48128454790989156,-0.009689985067456745,0.36428875255741944,0.0014027821161029237,0.3863692437694963,446
357,357,42,sp500 published,0.0005,0,1.0,0.11764705882352941,1.2032113697747289,-0.007312586298692578,0.3584401667314513,0.020590670598979784,0.38916771740077993,446
357,357,42,sp500 published,0.0005,1,1.0,0.11764705882352941,1.2032113697747289,-3.824965494531115e-05,0.36294054557670746,0.009950448496068081,0.39260025713387814,446
357,357,42,sp500 published,0.0005,2,1.0,0.11764705882352941,1.2032113697747289,-0.014452231043924492,0.3587147857806279,0.01692650233925634,0.40137164906135137,446
357,357,42,sp500 published,0.001,0,1.0,0.11764705882352941,2.4064227395494577,0.02016383714055975,0.35842959692043197,0.04492532028086129,0.4004535426100307,446
357,357,42,sp500 published,0.001,1,1.0,0.11764705882352941,2.4064227395494577,0.006528971073100936,0.35298191340132223,0.026029157402823407,0.40952252972895076,446
357,357,42,sp500 published,0.001,2,1.0,0.11764705882352941,2.4064227395494577,0.014010810918573416,0.35480927335123436,0.03157314410309622,0.40643789901701094,446
357,357,42,sp500 published,0.002,0,1.0,0.11764705882352941,4.8128454790989155,0.08265552895306277,0.3751462713959383,0.10677820183182304,0.37662634146841467,446
357,357,42,sp500 published,0.002,1,1.0,0.11764705882352941,4.8128454790989155,0.03696486187334741,0.37899240733053546,0.11113904963796647,0.3963439427568311,446
357,357,42,sp500 published,0.002,2,1.0,0.11764705882352941,4.8128454790989155,0.06284668139751094,0.3871078445264928,0.09632244509039664,0.38159426273984604,446
357,357,42,sp500 published,0.005,0,1.0,0.11764705882352941,12.032113697747288,0.2881716346922614,0.5357251761254593,0.2904626262678934,0.26155470363282773,446
357,357,42,sp500 published,0.005,1,1.0,0.11764705882352941,12.032113697747288,0.2394342869134039,0.514926037785613,0.2830187738419852,0.27131309558844424,446
357,357,42,sp500 published,0.005,2,1.0,0.11764705882352941,12.032113697747288,0.30758899667454087,0.528699964211218,0.2999237126377448,0.2573711368213435,446
357,357,42,sp500 published,0.01,0,1.0,0.11764705882352941,24.064227395494576,0.2427745394122301,0.8074670661551882,0.49882706955939843,0.35798113862762004,446
357,357,42,sp500 published,0.01,1,1.0,0.11764705882352941,24.064227395494576,0.2786627615609834,0.821371397501721,0.4916116520235066,0.35079386079975317,446
357,357,42,sp500 published,0.01,2,1.0,0.11764705882352941,24.064227395494576,0.2702435961876878,0.8214188553744128,0.5009124076630702,0.35428556491237145,446
357,750,42,sp500 corrected,0.0,0,0.476,0.056,0.0,-0.020106424007566782,0.21488700394637342,0.017052784425592455,0.46429408079907414,418
357,750,42,sp500 corrected,0.0,1,0.476,0.056,0.0,-0.02381080481590186,0.22955305206771667,-0.011567177323010646,0.47843598784507074,418
357,750,42,sp500 corrected,0.0,2,0.476,0.056,0.0,-0.00788390850854555,0.21332889507776664,0.0023668378032782127,0.4685782191539284,418
357,750,42,sp500 corrected,0.0,3,0.476,0.056,0.0,-0.01343722304180581,0.21202150251490035,0.02676208546345588,0.46020706193085514,418
357,750,42,sp500 corrected,0.0,4,0.476,0.056,0.0,-0.00788606788028836,0.2289487719149818,-0.0035038738715378295,0.4411078518621532,418
357,750,42,sp500 corrected,0.0,5,0.476,0.056,0.0,-0.021567603541649136,0.2134213595414935,-0.008497907161269599,0.4726689948615138,418
357,750,42,sp500 corrected,0.0,6,0.476,0.056,0.0,-0.03095927173450214,0.2082207449058089,0.00766709393904017,0.46474667962255023,418
357,750,42,sp500 corrected,0.0,7,0.476,0.056,0.0,0.026999294742877822,0.2124270868645154,0.011172783489303457,0.4796627012479347,418
357,750,42,sp500 corrected,0.0,8,0.476,0.056,0.0,0.008094531638419977,0.2266908501690265,-0.010709454585019743,0.4530581661949238,418
357,750,42,sp500 corrected,0.0,9,0.476,0.056,0.0,-0.00905823471037629,0.20568836925309306,0.01401908097968436,0.47833128366987837,418
357,750,42,sp500 corrected,0.0,10,0.476,0.056,0.0,0.00010959739671359428,0.21458921812332588,0.0008214399038919141,0.4519454688926873,418
357,750,42,sp500 corrected,0.0,11,0.476,0.056,0.0,-0.013866638267017863,0.2035825487531225,0.007957810151069028,0.481534349853625,418
357,750,42,sp500 corrected,0.0,12,0.476,0.056,0.0,0.0011917748954775058,0.20922648946397865,0.020441294467173812,0.46966173675700906,418
357,750,42,sp500 corrected,0.0,13,0.476,0.056,0.0,-0.008491396623670816,0.22489950178775578,0.029605974872649203,0.45537352906491235,418
357,750,42,sp500 corrected,0.0,14,0.476,0.056,0.0,-0.016200088597480476,0.23007097965550147,-0.04412160137776869,0.44377152336883785,418
357,750,42,sp500 corrected,0.0,15,0.476,0.056,0.0,0.026888793759772905,0.2183510859043257,0.02791564865251554,0.4570106316674739,418
357,750,42,sp500 corrected,0.0,16,0.476,0.056,0.0,0.017368503916082453,0.21553049956948045,0.010804658426652729,0.454035828242201,418
357,750,42,sp500 corrected,0.0,17,0.476,0.056,0.0,-0.013280343719925862,0.2117279711550584,0.0106426827696327,0.45133494715571204,418
357,750,42,sp500 corrected,0.0,18,0.476,0.056,0.0,-0.007779843481157255,0.23165979150886487,0.020384224775883347,0.4693403874895879,418
357,750,42,sp500 corrected,0.0,19,0.476,0.056,0.0,-0.02272739625076108,0.21423331537151163,-0.013358797209978571,0.4695169241406165,418
357,750,42,sp500 corrected,0.0,20,0.476,0.056,0.0,0.02347442346951021,0.22319733971393416,0.004919697093841092,0.4703703128460968,418
357,750,42,sp500 corrected,0.0,21,0.476,0.056,0.0,-0.023110827728635517,0.22573772789617208,0.010051198410653543,0.47003876660336513,418
357,750,42,sp500 corrected,0.0,22,0.476,0.056,0.0,1.8358042113839877e-05,0.2036092946613392,0.02953426474473016,0.46259096390040727,418
357,750,42,sp500 corrected,0.0,23,0.476,0.056,0.0,0.03620993384922559,0.23246175501658045,0.04731548453638006,0.4658622335452571,418
357,750,42,sp500 corrected,0.0002,0,0.476,0.056,0.48128454790989156,0.0030349745431139247,0.21490140821544335,0.00010856372034219033,0.477646392628179,418
357,750,42,sp500 corrected,0.0002,1,0.476,0.056,0.48128454790989156,0.007759665671136211,0.2231219377801168,0.019403567706787084,0.46784128575998235,418
357,750,42,sp500 corrected,0.0002,2,0.476,0.056,0.48128454790989156,-0.003119988618699407,0.21346986617258581,0.007672309641322665,0.47086951557089124,418
357,750,42,sp500 corrected,0.0005,0,0.476,0.056,1.2032113697747289,0.013811728982766407,0.23560466627439886,0.03571738893890151,0.4565128026661613,418
357,750,42,sp500 corrected,0.0005,1,0.476,0.056,1.2032113697747289,0.011099531931421243,0.22126364565818138,0.03588980422141052,0.4742999043896245,418
357,750,42,sp500 corrected,0.0005,2,0.476,0.056,1.2032113697747289,0.03696943975165185,0.23923837938187362,0.05018081282201782,0.45189404689068324,418
357,750,42,sp500 corrected,0.001,0,0.476,0.056,2.4064227395494577,0.10107367330129652,0.18480774040493594,0.090484697338307,0.4156189595686647,418
357,750,42,sp500 corrected,0.001,1,0.476,0.056,2.4064227395494577,0.12893809272848325,0.17935209787722597,0.08912130452421137,0.41823508083279043,418
357,750,42,sp500 corrected,0.001,2,0.476,0.056,2.4064227395494577,0.10237038708870354,0.17738531689064546,0.09215818647968388,0.4362712395512721,418
357,750,42,sp500 corrected,0.002,0,0.476,0.056,4.8128454790989155,0.41549917799625413,0.2857610285195195,0.24371880676158242,0.3876808979679809,418
357,750,42,sp500 corrected,0.002,1,0.476,0.056,4.8128454790989155,0.43430421375106093,0.2731059339782185,0.25517820277582537,0.3767737270410825,418
357,750,42,sp500 corrected,0.002,2,0.476,0.056,4.8128454790989155,0.49125563501157277,0.3208824802991156,0.2078952588152494,0.34806430984862546,418
357,750,42,sp500 corrected,0.005,0,0.476,0.056,12.032113697747288,0.46172658889280466,0.26613612010543797,0.5817617178080681,0.4853199347338738,418
357,750,42,sp500 corrected,0.005,1,0.476,0.056,12.032113697747288,0.46917532633774234,0.2200826788420319,0.6032748435724257,0.5590339258776329,418
357,750,42,sp500 corrected,0.005,2,0.476,0.056,12.032113697747288,0.4509216638331768,0.233276375314845,0.6081293259836561,0.5347172294691839,418
357,750,42,sp500 corrected,0.01,0,0.476,0.056,24.064227395494576,0.6232353273559674,0.312143797668654,0.8048402737057111,0.7745910515312094,418
357,750,42,sp500 corrected,0.01,1,0.476,0.056,24.064227395494576,0.6258954263187242,0.31127846073100973,0.7963902269916766,0.7806717129157831,418
357,750,42,sp500 corrected,0.01,2,0.476,0.056,24.064227395494576,0.677280682722632,0.3070013152185425,0.8157514939079794,0.7994005602766395,418
